№,ID ЖК,Место Регион / РФ,+/-,Наименование ЖК,Регион,Адрес ЖК,Оценка ЕРЗ,Квартир в продаже,Класс,Этажность,Застройщик,Рейтинг ЕРЗ
869.0,367540001.0,401/3514,-7,ЖК Марьино Град | https://erzrf.ru/novostroyki/zhk-marino-grad-367540001?regionKey=143443001&gkId=367540001,г.Москва,"пос.Филимонки, округ Новомосковский",н/р,0.0,эконом,малоэтажные дома,Компания Базисные Инвестиции | https://erzrf.ru/zastroyschiki/brand/4276788001?regionKey=0&organizationId=4276788001,н/р
870.0,3727814001.0,401/3514,+32,ЖК Маяковский | https://erzrf.ru/novostroyki/zhk-majakovskij-3727814001?regionKey=143443001&gkId=3727814001,г.Москва,"г.Москва, округ Северный, р-н Войковский, ш.Головинское",н/р,0.0,бизнес,высотные дома,TEKTA GROUP | https://erzrf.ru/zastroyschiki/brand/1390311001?regionKey=0&organizationId=1390311001,3.5
871.0,11052731001.0,401/3514,+32,ЖК Мегаполис | https://erzrf.ru/novostroyki/zhk-megapolis-11052731001?regionKey=143443001&gkId=11052731001,г.Москва,"г.Москва, округ Восточный, р-н Косино-Ухтомский, ул.Салтыковская",н/р,0.0,,,,н/р
872.0,22004784001.0,401/3514,+32,ЖК Мегаполис | https://erzrf.ru/novostroyki/zhk-megapolis-22004784001?regionKey=143443001&gkId=22004784001,г.Москва,"г.Москва, округ Восточный, р-н Косино-Ухтомский, ул.Салтыковская",н/р,0.0,эконом,высотные дома,КП УГС | https://erzrf.ru/zastroyschiki/brand/9530869001?regionKey=0&organizationId=9530869001,5.0
873.0,10055484001.0,401/3514,+32,ЖК Медный 3.14 | https://erzrf.ru/novostroyki/zhk-mednyj-314-10055484001?regionKey=143443001&gkId=10055484001,г.Москва,"г.Москва, округ Центральный, р-н Якиманка, ул.Донская",н/р,0.0,бизнес,многоэтажные дома,Capital Group | https://erzrf.ru/zastroyschiki/brand/430410001?regionKey=0&organizationId=430410001,5.0
874.0,24660625001.0,401/3514,+32,ЖК Металлургов 30 | https://erzrf.ru/novostroyki/zhk-metallurgov-30-24660625001?regionKey=143443001&gkId=24660625001,г.Москва,"г.Москва, округ Восточный, р-н Перово, ул.Металлургов",н/р,0.0,эконом,дома повышенной этажности,Фонд реновации | https://erzrf.ru/zastroyschiki/brand/14543898001?regionKey=0&organizationId=14543898001,5.0
875.0,9450267001.0,401/3514,+32,ЖК Меценат | https://erzrf.ru/novostroyki/zhk-mecenat-9450267001?regionKey=143443001&gkId=9450267001,г.Москва,"г.Москва, округ Центральный, р-н Замоскворечье, ул.Большая Ордынка",н/р,1.0,элитный,малоэтажные дома,Торгпродуктсервис | https://erzrf.ru/zastroyschiki/brand/9449628001?regionKey=0&organizationId=9449628001,н/р
876.0,5508477001.0,401/3514,+32,"ЖК Михайлова, 31 | https://erzrf.ru/novostroyki/zhk-mikhajlova-31-5508477001?regionKey=143443001&gkId=5508477001",г.Москва,"г.Москва, округ Юго-Восточный, р-н Рязанский, ул.Михайлова",н/р,0.0,комфорт,дома повышенной этажности,ГК ИНГРАД | https://erzrf.ru/zastroyschiki/brand/3955566001?regionKey=0&organizationId=3955566001,1.5
877.0,862690001.0,401/3514,+32,ЖК Мичурино-Запад | https://erzrf.ru/novostroyki/zhk-michurino-zapad-862690001?regionKey=143443001&gkId=862690001,г.Москва,"г.Москва, округ Западный, р-н Очаково-Матвеевское, ул.Большая Очаковская",н/р,0.0,эконом,дома повышенной этажности,ОАО Прачечная Очаково | https://erzrf.ru/zastroyschiki/brand/4957536001?regionKey=0&organizationId=4957536001,н/р
878.0,12761696001.0,401/3514,+32,ЖК Мой адрес В Северном | https://erzrf.ru/novostroyki/zhk-moj-adres-v-severnom-12761696001?regionKey=143443001&gkId=12761696001,г.Москва,"г.Москва, округ Северо-Восточный, р-н Северный, мрн 7а, ш.Дмитровское",н/р,0.0,эконом,многоэтажные дома,КП УГС | https://erzrf.ru/zastroyschiki/brand/9530869001?regionKey=0&organizationId=9530869001,5.0
879.0,16452807001.0,401/3514,+32,ЖК Мой адрес На Береговом | https://erzrf.ru/novostroyki/zhk-moj-adres-na-beregovom-16452807001?regionKey=143443001&gkId=16452807001,г.Москва,"г.Москва, округ Западный, р-н Филёвский Парк, пр-д Береговой",н/р,0.0,бизнес,высотные дома,КП УГС | https://erzrf.ru/zastroyschiki/brand/9530869001?regionKey=0&organizationId=9530869001,5.0
880.0,16460145001.0,401/3514,+32,ЖК Мой адрес На Вавилова 52 | https://erzrf.ru/novostroyki/zhk-moj-adres-na-vavilova-52-16460145001?regionKey=143443001&gkId=16460145001,г.Москва,"г.Москва, округ Юго-Западный, р-н Гагаринский, ул.Вавилова",н/р,0.0,бизнес,многоэтажные дома,КП УГС | https://erzrf.ru/zastroyschiki/brand/9530869001?regionKey=0&organizationId=9530869001,5.0
881.0,17938430001.0,401/3514,+32,ЖК Мой адрес в Алтуфьево | https://erzrf.ru/novostroyki/zhk-dom-po-ul-standartnaja-17938430001?regionKey=143443001&gkId=17938430001,г.Москва,"г.Москва, округ Северо-Восточный, р-н Алтуфьевский, мрн 1-2, ул.Стандартная",н/р,0.0,комфорт,многоэтажные дома,КП УГС | https://erzrf.ru/zastroyschiki/brand/9530869001?regionKey=0&organizationId=9530869001,5.0
882.0,9502071001.0,401/3514,+32,ЖК Мой адрес в Зеленограде (ЖК в Зеленограде) | https://erzrf.ru/novostroyki/zhk-moj-adres-v-zelenograde-zhk-v-zelenograde-9502071001?regionKey=143443001&gkId=9502071001,г.Москва,"г.Зеленоград, округ Зеленоградский, р-н Крюково, пр-кт Панфиловский",н/р,0.0,эконом,дома повышенной этажности,КП УГС | https://erzrf.ru/zastroyschiki/brand/9530869001?regionKey=0&organizationId=9530869001,5.0
883.0,9513200001.0,401/3514,+32,ЖК Мой адрес в Куркино (ЖК на Новокуркинском) | https://erzrf.ru/novostroyki/zhk-moj-adres-v-kurkino-zhk-na-novokurkinskom-9513200001?regionKey=143443001&gkId=9513200001,г.Москва,"г.Москва, округ Северо-Западный, р-н Куркино, ш.Новокуркинское",н/р,0.0,эконом,дома повышенной этажности,Москапстрой-ТН | https://erzrf.ru/zastroyschiki/brand/9512728001?regionKey=0&organizationId=9512728001,н/р
884.0,9513994001.0,401/3514,+32,ЖК Мой адрес в Медведково (ЖК на Полярной) | https://erzrf.ru/novostroyki/zhk-moj-adres-v-medvedkovo-zhk-na-poljarnoj-9513994001?regionKey=143443001&gkId=9513994001,г.Москва,"г.Москва, округ Северо-Восточный, р-н Южное Медведково, ул.Полярная",н/р,0.0,эконом,многоэтажные дома,КП УГС | https://erzrf.ru/zastroyschiki/brand/9530869001?regionKey=0&organizationId=9530869001,5.0
885.0,9528206001.0,401/3514,+32,ЖК Мой адрес в Некрасовке | https://erzrf.ru/novostroyki/zhk-moj-adres-v-nekrasovke-9528206001?regionKey=143443001&gkId=9528206001,г.Москва,"г.Москва, округ Юго-Восточный, р-н Некрасовка, ул.Рождественская",н/р,0.0,эконом,дома повышенной этажности,КП УГС | https://erzrf.ru/zastroyschiki/brand/9530869001?regionKey=0&organizationId=9530869001,5.0
886.0,9636844001.0,401/3514,+32,ЖК Мой адрес на Базовской | https://erzrf.ru/novostroyki/zhk-moj-adres-na-bazovskoj-9636844001?regionKey=143443001&gkId=9636844001,г.Москва,"г.Москва, округ Северный, р-н Западное Дегунино, ул.Базовская",н/р,0.0,эконом,многоэтажные дома,Фонд реновации | https://erzrf.ru/zastroyschiki/brand/14543898001?regionKey=0&organizationId=14543898001,5.0
887.0,9529011001.0,401/3514,+32,"ЖК Мой адрес на Дмитровском, 169 | https://erzrf.ru/novostroyki/zhk-moj-adres-na-dmitrovskom-169-9529011001?regionKey=143443001&gkId=9529011001",г.Москва,"г.Москва, округ Северо-Восточный, р-н Северный, ш.Дмитровское",н/р,0.0,эконом,многоэтажные дома,КП УГС | https://erzrf.ru/zastroyschiki/brand/9530869001?regionKey=0&organizationId=9530869001,5.0
888.0,9529903001.0,401/3514,+32,ЖК Мой адрес на Чертановской (ЖК Галактика) | https://erzrf.ru/novostroyki/zhk-moj-adres-na-chertanovskoj-zhk-galaktika-9529903001?regionKey=143443001&gkId=9529903001,г.Москва,"г.Москва, округ Южный, р-н Чертаново Центральное, ул.Чертановская",н/р,0.0,комфорт,высотные дома,КП УГС | https://erzrf.ru/zastroyschiki/brand/9530869001?regionKey=0&organizationId=9530869001,5.0
889.0,8929312001.0,401/3514,+32,ЖК Молодогвардейская 36 | https://erzrf.ru/novostroyki/zhk-molodogvardejskaja-36-8929312001?regionKey=143443001&gkId=8929312001,г.Москва,"г.Москва, округ Западный, р-н Кунцево, ул.Молодогвардейская",н/р,0.0,комфорт,дома повышенной этажности,ПИК | https://erzrf.ru/zastroyschiki/brand/429726001?regionKey=0&organizationId=429726001,4.0
890.0,24661311001.0,401/3514,+32,ЖК Молодцова 17 | https://erzrf.ru/novostroyki/zhk-molodcova-17-24661311001?regionKey=143443001&gkId=24661311001,г.Москва,"г.Москва, округ Северо-Восточный, р-н Южное Медведково, ул.Молодцова",н/р,0.0,эконом,многоэтажные дома,Фонд реновации | https://erzrf.ru/zastroyschiki/brand/14543898001?regionKey=0&organizationId=14543898001,5.0
891.0,25189620001.0,401/3514,+32,ЖК Монблан | https://erzrf.ru/novostroyki/zhk-monblan-25189620001?regionKey=143443001&gkId=25189620001,г.Москва,"г.Москва, округ Центральный, р-н Замоскворечье, наб.Шлюзовая",н/р,49.0,элитный,высотные дома,Галс-Девелопмент | https://erzrf.ru/zastroyschiki/brand/429942001?regionKey=0&organizationId=429942001,н/р
892.0,368890001.0,401/3514,-163,ЖК Москва А101 | https://erzrf.ru/novostroyki/zhk-moskva-a101-368890001?regionKey=143443001&gkId=368890001,г.Москва,"пос.Коммунарка, округ Новомосковский, ул.Липовый Парк",н/р,0.0,эконом,многоэтажные дома,ГК А101 | https://erzrf.ru/zastroyschiki/brand/1075233001?regionKey=0&organizationId=1075233001,5.0
893.0,4833046001.0,401/3514,+32,ЖК Москвичка | https://erzrf.ru/novostroyki/zhk-moskvichka-4833046001?regionKey=143443001&gkId=4833046001,г.Москва,"с.п.Сосенское, округ Новомосковский, ул.Василия Ощепкова",н/р,0.0,комфорт,многоэтажные дома,ГК Гранель | https://erzrf.ru/zastroyschiki/brand/955386001?regionKey=0&organizationId=955386001,4.5
894.0,25373327001.0,401/3514,+32,ЖК Москворечье | https://erzrf.ru/novostroyki/zhk-moskvoreche-25373327001?regionKey=143443001&gkId=25373327001,г.Москва,"г.Москва, округ Южный, р-н Москворечье-Сабурово, ул.Котляковская",н/р,191.0,бизнес,высотные дома,ПИК | https://erzrf.ru/zastroyschiki/brand/429726001?regionKey=0&organizationId=429726001,4.0
895.0,3072750001.0,401/3514,+32,ЖК Мосфильмовская | https://erzrf.ru/novostroyki/zhk-mosfilmovskaja-3072750001?regionKey=143443001&gkId=3072750001,г.Москва,"г.Москва, округ Западный, р-н Раменки, ул.Минская",н/р,0.0,бизнес,высотные дома,ПИК | https://erzrf.ru/zastroyschiki/brand/429726001?regionKey=0&organizationId=429726001,4.0
896.0,1369701001.0,401/3514,+32,ЖК Мосфильмовский | https://erzrf.ru/novostroyki/zhk-mosfilmovskij-1369701001?regionKey=143443001&gkId=1369701001,г.Москва,"г.Москва, округ Западный, р-н Раменки, ул.Мосфильмовская",н/р,0.0,бизнес,дома повышенной этажности,ГК МонАрх | https://erzrf.ru/zastroyschiki/brand/1064149001?regionKey=0&organizationId=1064149001,н/р
